init_date,valid_date,lead_hours,region,forecast_precip_mm,forecast_temp_c,observed_precip_mm,regime,forecast_error_mm,month,doy,predicted_regime,corrected_precip_mm,corrected_error_mm,abs_corrected_error,is_bust,regime_confidence,bust_probability
2023-08-12,2023-08-15,72,Maharashtra,0.2942161858081817,23.561547851562523,1.2900809049606323,break,-0.9958647191524506,8,227,break,3.507029388933929,2.2169484839732965,2.2169484839732965,0,1.0,0.42805325341018763
2023-08-13,2023-08-16,72,Maharashtra,0.2228292524814605,23.47774658203128,0.7786887288093567,break,-0.5558594763278962,8,228,break,3.435642455607208,2.6569537267978514,2.6569537267978514,0,1.0,0.4248717770022679
2023-08-14,2023-08-17,72,Maharashtra,0.1285693496465683,23.481378173828148,8.64005184173584,break,-8.511482492089272,8,229,break,3.341382552772316,-5.298669288963524,5.298669288963524,0,1.0,0.4197438243759396
2023-08-15,2023-08-18,72,Maharashtra,0.4120046496391296,23.485223388671898,12.964486122131348,break,-12.552481472492218,8,230,break,3.624817852764877,-9.33966826936647,9.33966826936647,0,0.995,0.4475402582563734
2023-08-16,2023-08-19,72,Maharashtra,1.7303321361541748,23.154565429687523,13.712803840637209,break,-11.982471704483034,8,231,break,4.943145339279923,-8.769658501357286,8.769658501357286,0,0.93,0.571564615216676
2023-08-17,2023-08-20,72,Maharashtra,0.9884907007217408,22.036492919921898,1.9119642972946167,break,-0.923473596572876,8,232,break,4.201303903847489,2.289339606552872,2.289339606552872,0,0.93,0.5100926273431853
2023-08-18,2023-08-21,72,Maharashtra,0.5421037077903748,22.19185791015628,0.4777061641216278,break,0.0643975436687469,8,233,break,3.754916910916122,3.277210746794494,3.277210746794494,0,0.925,0.4745063062465911
2023-08-19,2023-08-22,72,Maharashtra,0.2660256326198578,23.044763183593773,1.3873212337493896,break,-1.121295601129532,8,234,break,3.4788388357456053,2.0915176019962156,2.0915176019962156,0,0.99,0.4472405342171873
2023-08-20,2023-08-23,72,Maharashtra,0.5547785758972168,23.396356201171898,2.7913637161254883,break,-2.2365851402282715,8,235,break,3.767591779022964,0.9762280628974755,0.9762280628974755,0,0.99,0.47535002959914896
2023-08-21,2023-08-24,72,Maharashtra,0.3748543262481689,23.579888916015648,3.543219804763794,break,-3.168365478515625,8,236,break,3.5876675293739164,0.044447724610122474,0.044447724610122474,0,1.0,0.4616849216039424
