init_date,valid_date,lead_hours,region,forecast_precip_mm,forecast_temp_c,observed_precip_mm,regime,forecast_error_mm,corrected_precip_mm
2023-06-01,2023-06-04,72,Maharashtra,0.0437791384756565,29.631677246093773,3.740820407867432,break,-3.697041269391776,3.256592341601404
2023-06-02,2023-06-05,72,Maharashtra,0.1243444085121154,29.118035888671898,0.1155939325690269,break,0.0087504759430884,3.337157611637863
2023-06-03,2023-06-06,72,Maharashtra,0.1331585049629211,29.167657470703148,0.2092629820108413,break,-0.0761044770479202,3.3459717080886686
2023-06-04,2023-06-07,72,Maharashtra,0.0633741244673729,29.105584716796898,0.6966773271560669,break,-0.633303202688694,3.2761873275931204
2023-06-05,2023-06-08,72,Maharashtra,0.0745192319154739,29.219110107421898,0.6524190306663513,break,-0.5778997987508774,3.2873324350412214
2023-06-06,2023-06-09,72,Maharashtra,0.2062937021255493,28.972436523437523,0.7010871171951294,break,-0.4947934150695801,3.419106905251297
2023-06-07,2023-06-10,72,Maharashtra,0.2356497645378112,28.885186767578148,2.9256060123443604,break,-2.689956247806549,3.4484629676635588
2023-06-08,2023-06-11,72,Maharashtra,0.6663752794265747,28.153405761718773,0.9341292977333068,break,-0.267754018306732,3.879188482552322
2023-06-09,2023-06-12,72,Maharashtra,0.8638548851013184,27.85079345703128,0.6969135403633118,break,0.1669413447380066,4.076668088227066
2023-06-10,2023-06-13,72,Maharashtra,0.3527098000049591,28.462823486328148,0.4965474307537079,break,-0.1438376307487487,3.5655230031307066
2023-06-11,2023-06-14,72,Maharashtra,0.2893356680870056,28.395166015625023,0.3376920223236084,break,-0.0483563542366027,3.502148871212753
2023-06-12,2023-06-15,72,Maharashtra,0.1500582695007324,28.221459960937523,0.0286991707980632,break,0.1213590987026692,3.36287147262648
2023-06-13,2023-06-16,72,Maharashtra,0.1525349617004394,28.219750976562523,0.102275975048542,break,0.0502589866518974,3.365348164826187
2023-06-14,2023-06-17,72,Maharashtra,0.1315559446811676,28.228814697265648,0.1849124580621719,break,-0.0533565133810043,3.344369147806915
2023-06-15,2023-06-18,72,Maharashtra,0.1277680695056915,28.570184326171898,0.4918260276317596,break,-0.3640579581260681,3.340581272631439
2023-06-16,2023-06-19,72,Maharashtra,0.1752622425556183,27.978692626953148,0.2789344787597656,break,-0.1036722362041473,3.3880754456813658
2023-06-17,2023-06-20,72,Maharashtra,0.2990238964557647,28.227960205078148,1.0540201663970947,break,-0.75499626994133,3.5118370995815122
2023-06-18,2023-06-21,72,Maharashtra,0.2749854326248169,27.981622314453148,2.353454351425171,break,-2.078468918800354,3.4877986357505644
2023-06-19,2023-06-22,72,Maharashtra,0.2265442907810211,27.522637939453148,4.031919479370117,break,-3.805375188589096,3.4393574939067686
2023-06-20,2023-06-23,72,Maharashtra,0.7903555035591125,26.944421386718773,8.026448249816895,break,-7.236092746257782,4.0031687066848605
2023-06-21,2023-06-24,72,Maharashtra,1.4592074155807495,25.782861328125023,12.0182523727417,break,-10.55904495716095,4.672020618706497
2023-06-22,2023-06-25,72,Maharashtra,0.8625437021255493,25.819268798828148,8.153011322021484,break,-7.290467619895935,4.075356905251297
2023-06-23,2023-06-26,72,Maharashtra,1.5598047971725464,24.887872314453148,12.776752471923828,active,-11.216947674751282,12.529705082567839
2023-06-24,2023-06-27,72,Maharashtra,3.3782780170440674,24.5153747558594,17.421796798706055,active,-14.043518781661987,14.34817830243936
2023-06-25,2023-06-28,72,Maharashtra,2.508595466613769,24.134118652343773,17.285057067871094,active,-14.776461601257324,13.478495752009062
2023-06-26,2023-06-29,72,Maharashtra,1.6541374921798706,24.016778564453148,10.723336219787598,active,-9.069198727607729,12.624037777575163
2023-06-27,2023-06-30,72,Maharashtra,4.707458972930908,24.423913574218773,9.85964298248291,active,-5.152184009552002,15.6773592583262
2023-06-28,2023-07-01,72,Maharashtra,3.62128496170044,24.30562744140628,7.745876312255859,active,-4.12459135055542,14.591185247095732
2023-06-29,2023-07-02,72,Maharashtra,0.8717220425605774,25.220056152343773,5.358013153076172,active,-4.4862911105155945,11.84162232795587
2023-06-30,2023-07-03,72,Maharashtra,0.9441288113594056,25.920922851562523,6.387117385864258,break,-5.442988574504852,4.156942014485153
2023-07-01,2023-07-04,72,Maharashtra,5.275859355926514,25.533959960937523,22.743701934814453,active,-17.46784257888794,16.245759641321804
2023-07-02,2023-07-05,72,Maharashtra,6.257648468017578,24.82442626953128,15.740690231323242,active,-9.483041763305664,17.22754875341287
2023-07-03,2023-07-06,72,Maharashtra,5.169434547424316,24.239312744140648,15.159356117248535,active,-9.98992156982422,16.139334832819607
2023-07-04,2023-07-07,72,Maharashtra,6.26245641708374,23.759393310546898,13.584771156311035,active,-7.322314739227295,17.23235670247903
2023-07-05,2023-07-08,72,Maharashtra,1.856643319129944,23.953393554687523,12.035481452941896,active,-10.178838133811952,12.826543604525236
2023-07-06,2023-07-09,72,Maharashtra,0.8477563858032227,24.3159118652344,7.089992523193359,active,-6.242236137390137,11.817656671198515
2023-07-07,2023-07-10,72,Maharashtra,0.937062919139862,24.469140625000023,7.0074639320373535,active,-6.070401012897492,11.906963204535154
2023-07-08,2023-07-11,72,Maharashtra,0.7275640964508057,24.43258056640628,16.543922424316406,active,-15.8163583278656,11.697464381846098
2023-07-09,2023-07-12,72,Maharashtra,1.0434149503707886,24.844018554687523,9.772382736206056,active,-8.728967785835268,12.01331523576608
2023-07-10,2023-07-13,72,Maharashtra,0.4139714539051056,24.108239746093773,9.175885200500488,active,-8.761913746595383,11.383871739300398
2023-07-11,2023-07-14,72,Maharashtra,0.5965909361839294,24.520318603515648,8.97434139251709,active,-8.37775045633316,11.566491221579222
2023-07-12,2023-07-15,72,Maharashtra,1.6061334609985352,24.690270996093773,13.9805908203125,active,-12.374457359313965,12.576033746393827
2023-07-13,2023-07-16,72,Maharashtra,2.8667685985565186,23.589654541015648,11.504498481750488,active,-8.63772988319397,13.83666888395181
2023-07-14,2023-07-17,72,Maharashtra,1.3306381702423096,23.482293701171898,17.234603881835938,active,-15.903965711593628,12.300538455637602
2023-07-15,2023-07-18,72,Maharashtra,1.402462124824524,23.737481689453148,35.33662414550781,active,-33.93416202068329,12.372362410219816
2023-07-16,2023-07-19,72,Maharashtra,1.7387092113494873,23.685205078125023,27.36490249633789,active,-25.626193284988403,12.70860949674478
2023-07-17,2023-07-20,72,Maharashtra,1.001019835472107,23.510156250000023,22.94440269470215,active,-21.94338285923004,11.9709201208674
2023-07-18,2023-07-21,72,Maharashtra,0.6302447319030762,23.6193786621094,31.932228088378903,active,-31.301983356475827,11.600145017298368
2023-07-19,2023-07-22,72,Maharashtra,1.8202214241027832,23.98458251953128,20.57537651062012,active,-18.755155086517338,12.790121709498075
2023-07-20,2023-07-23,72,Maharashtra,1.0571095943450928,23.685449218750023,13.58071231842041,active,-12.523602724075316,12.027009879740385
2023-07-21,2023-07-24,72,Maharashtra,1.6195367574691772,23.89376220703128,14.788373947143556,active,-13.16883718967438,12.58943704286447
2023-07-22,2023-07-25,72,Maharashtra,3.7198426723480233,23.542260742187523,22.808794021606445,active,-19.088951349258423,14.689742957743317
2023-07-23,2023-07-26,72,Maharashtra,5.508450031280518,23.558770751953148,37.872894287109375,active,-32.36444425582886,16.478350316675808
2023-07-24,2023-07-27,72,Maharashtra,8.20272445678711,23.47530517578128,37.262508392333984,active,-29.059783935546875,19.1726247421824
2023-07-25,2023-07-28,72,Maharashtra,5.023819923400879,23.592797851562523,10.083449363708496,active,-5.059629440307617,15.993720208796171
2023-07-26,2023-07-29,72,Maharashtra,1.6984994411468506,22.9252868652344,1.950772762298584,active,-0.2522733211517334,12.668399726542143
2023-07-27,2023-07-30,72,Maharashtra,0.5423222780227661,23.023797607421898,2.1207425594329834,active,-1.5784202814102173,11.512222563418058
2023-07-28,2023-07-31,72,Maharashtra,1.0381702184677124,23.714990234375023,3.168473958969116,active,-2.130303740501404,12.008070503863005
2023-07-29,2023-08-01,72,Maharashtra,3.620119571685791,23.7241149902344,3.967720031738281,break,-0.3476004600524898,6.832932774811539
2023-07-30,2023-08-02,72,Maharashtra,1.426573395729065,23.674249267578148,8.372653007507324,break,-6.946079611778259,4.639386598854813
2023-07-31,2023-08-03,72,Maharashtra,1.5634469985961914,23.586114501953148,12.81719207763672,break,-11.25374507904053,4.776260201721939
2023-08-01,2023-08-04,72,Maharashtra,1.1244173049926758,23.212579345703148,1.5575602054595947,break,-0.4331429004669189,4.337230508118424
2023-08-02,2023-08-05,72,Maharashtra,0.684003472328186,23.477838134765648,0.4436182081699371,break,0.2403852641582489,3.8968166754539335
2023-08-03,2023-08-06,72,Maharashtra,0.3608683049678802,23.497644042968773,0.4888158738613128,break,-0.1279475688934326,3.5736815080936277
2023-08-04,2023-08-07,72,Maharashtra,0.3956148028373718,23.488946533203148,0.4428153038024902,break,-0.0472005009651183,3.6084280059631193
2023-08-05,2023-08-08,72,Maharashtra,0.2981497645378113,23.55758056640628,0.7529640793800354,break,-0.4548143148422241,3.5109629676635588
2023-08-06,2023-08-09,72,Maharashtra,0.3714306652545929,23.367456054687523,0.6160570383071899,break,-0.244626373052597,3.5842438683803404
2023-08-07,2023-08-10,72,Maharashtra,0.5056818127632141,23.3762145996094,0.5485551357269287,break,-0.0428733229637146,3.7184950158889616
2023-08-08,2023-08-11,72,Maharashtra,0.5127476453781128,23.667779541015648,0.6611539721488953,break,-0.1484063267707824,3.7255608485038603
2023-08-09,2023-08-12,72,Maharashtra,0.4292686581611633,23.785668945312523,0.8925894498825073,break,-0.463320791721344,3.642081861286911
2023-08-10,2023-08-13,72,Maharashtra,0.2612907886505127,23.409753417968773,0.7152494192123413,break,-0.4539586305618286,3.47410399177626
2023-08-11,2023-08-14,72,Maharashtra,0.2251602560281753,23.732202148437523,2.0754196643829346,break,-1.8502594083547592,3.437973459153923
