init_date,valid_date,lead_hours,region,forecast_precip_mm,forecast_temp_c,observed_precip_mm,regime,forecast_error_mm,corrected_precip_mm
2023-08-12,2023-08-15,72,Maharashtra,0.2942161858081817,23.561547851562523,1.2900809049606323,break,-0.9958647191524506,3.5070293889339292
2023-08-13,2023-08-16,72,Maharashtra,0.2228292524814605,23.47774658203128,0.7786887288093567,break,-0.5558594763278962,3.435642455607208
2023-08-14,2023-08-17,72,Maharashtra,0.1285693496465683,23.481378173828148,8.64005184173584,break,-8.511482492089272,3.3413825527723158
2023-08-15,2023-08-18,72,Maharashtra,0.4120046496391296,23.485223388671898,12.964486122131348,break,-12.552481472492218,3.624817852764877
2023-08-16,2023-08-19,72,Maharashtra,1.7303321361541748,23.154565429687523,13.712803840637209,break,-11.982471704483034,4.943145339279923
2023-08-17,2023-08-20,72,Maharashtra,0.9884907007217408,22.036492919921898,1.9119642972946167,break,-0.923473596572876,4.201303903847489
2023-08-18,2023-08-21,72,Maharashtra,0.5421037077903748,22.19185791015628,0.4777061641216278,break,0.0643975436687469,3.7549169109161222
2023-08-19,2023-08-22,72,Maharashtra,0.2660256326198578,23.044763183593773,1.3873212337493896,break,-1.121295601129532,3.4788388357456053
2023-08-20,2023-08-23,72,Maharashtra,0.5547785758972168,23.396356201171898,2.7913637161254883,break,-2.2365851402282715,3.7675917790229643
2023-08-21,2023-08-24,72,Maharashtra,0.3748543262481689,23.579888916015648,3.543219804763794,break,-3.168365478515625,3.5876675293739164
2023-08-22,2023-08-25,72,Maharashtra,0.8342074751853943,23.618310546875023,6.094995975494385,break,-5.260788500308991,4.047020678311142
2023-08-23,2023-08-26,72,Maharashtra,0.5730623602867126,23.317010498046898,2.9580836296081543,break,-2.3850212693214417,3.78587556341246
2023-08-24,2023-08-27,72,Maharashtra,0.6321386694908142,22.896508789062523,1.8494079113006592,break,-1.217269241809845,3.8449518726165617
2023-08-25,2023-08-28,72,Maharashtra,0.5394813418388367,22.892938232421898,1.0163356065750122,break,-0.4768542647361755,3.752294544964584
2023-08-26,2023-08-29,72,Maharashtra,0.3876019716262817,22.7548767089844,0.4644916951656341,break,-0.0768897235393524,3.600415174752029
2023-08-27,2023-08-30,72,Maharashtra,0.0845716819167137,23.0961853027344,0.3533019423484802,break,-0.2687302604317665,3.297384885042461
2023-08-28,2023-08-31,72,Maharashtra,0.2456293702125549,24.043634033203148,1.1320838928222656,break,-0.8864545226097107,3.4584425733383024
2023-08-29,2023-09-01,72,Maharashtra,0.2751311063766479,24.1310974121094,1.3622562885284424,break,-1.0871251821517944,3.4879443095023954
2023-08-30,2023-09-02,72,Maharashtra,0.7981497645378113,24.218591308593773,9.559320449829102,break,-8.76117068529129,4.010962967663559
2023-08-31,2023-09-03,72,Maharashtra,2.543852090835572,23.8857360839844,13.777984619140623,break,-11.234132528305052,5.756665293961319
2023-09-01,2023-09-04,72,Maharashtra,3.0729894638061523,23.486840820312523,11.296725273132324,break,-8.223735809326172,6.2858026669319
2023-09-02,2023-09-05,72,Maharashtra,2.5182838439941406,22.739648437500023,10.156848907470703,active,-7.638565063476562,13.488184129389433
2023-09-03,2023-09-06,72,Maharashtra,4.225597381591797,23.1931091308594,8.736355781555176,active,-4.510758399963379,15.19549766698709
2023-09-04,2023-09-07,72,Maharashtra,4.707458972930908,23.3503356933594,14.332871437072754,active,-9.625412464141846,15.6773592583262
2023-09-05,2023-09-08,72,Maharashtra,3.072115421295166,23.287927246093773,16.4732723236084,active,-13.401156902313232,14.042015706690458
2023-09-06,2023-09-09,72,Maharashtra,1.317453384399414,23.059716796875023,5.803734302520752,active,-4.486280918121338,12.287353669794706
2023-09-07,2023-09-10,72,Maharashtra,0.8268502354621887,23.264947509765648,4.745981693267822,active,-3.9191314578056335,11.796750520857481
2023-09-08,2023-09-11,72,Maharashtra,1.1809440851211548,22.8622985839844,2.357877492904663,active,-1.1769334077835083,12.150844370516447
2023-09-09,2023-09-12,72,Maharashtra,1.0552884340286257,23.056085205078148,2.210803747177124,break,-1.1555153131484983,4.268101637154373
2023-09-10,2023-09-13,72,Maharashtra,0.7787004709243774,22.900231933593773,4.986971855163574,break,-4.208271384239197,3.991513674050125
2023-09-11,2023-09-14,72,Maharashtra,1.9029719829559328,22.907586669921898,9.590147018432615,break,-7.687175035476683,5.1157851860816805
2023-09-12,2023-09-15,72,Maharashtra,1.1813082695007324,22.671685791015648,16.538307189941406,break,-15.356998920440674,4.39412147262648
2023-09-13,2023-09-16,72,Maharashtra,3.4718823432922363,22.567407226562523,13.949082374572754,active,-10.477200031280518,14.441782628687529
2023-09-14,2023-09-17,72,Maharashtra,1.33500874042511,22.018640136718773,3.0475807189941406,active,-1.7125719785690303,12.304909025820402
2023-09-15,2023-09-18,72,Maharashtra,0.7526952028274536,22.302117919921898,0.9067911505699158,active,-0.1540959477424621,11.722595488222746
2023-09-16,2023-09-19,72,Maharashtra,0.4983246028423309,23.07857666015628,0.9034242630004884,break,-0.4050996601581575,3.7111378059680784
2023-09-17,2023-09-20,72,Maharashtra,0.4793123602867126,23.479913330078148,6.760038375854492,break,-6.28072601556778,3.69212556341246
2023-09-18,2023-09-21,72,Maharashtra,2.803467273712158,23.360498046875023,19.320316314697266,break,-16.516849040985107,6.016280476837906
2023-09-19,2023-09-22,72,Maharashtra,4.62725830078125,23.234033203125023,12.22842788696289,break,-7.601169586181641,7.840071503906998
2023-09-20,2023-09-23,72,Maharashtra,0.9696969985961914,22.797723388671898,14.885294914245604,active,-13.915597915649412,11.939597283991484
2023-09-21,2023-09-24,72,Maharashtra,1.0257139205932615,22.579248046875023,9.552360534667969,active,-8.526646614074707,11.995614205988554
2023-09-22,2023-09-25,72,Maharashtra,0.8326048851013184,22.799584960937523,6.588942050933838,active,-5.75633716583252,11.80250517049661
2023-09-23,2023-09-26,72,Maharashtra,0.956512212753296,22.7404724121094,11.853008270263672,active,-10.896496057510376,11.926412498148588
2023-09-24,2023-09-27,72,Maharashtra,1.2469406127929688,23.270867919921898,4.674537658691406,active,-3.427597045898437,12.216840898188261
2023-09-25,2023-09-28,72,Maharashtra,1.6345425844192505,23.657617187500023,7.275720596313477,break,-5.641178011894226,4.847355787544998
2023-09-26,2023-09-29,72,Maharashtra,1.7009761333465576,23.666528320312523,10.696734428405762,active,-8.995758295059204,12.67087641874185
2023-09-27,2023-09-30,72,Maharashtra,1.719041347503662,23.667108154296898,8.521261215209961,active,-6.802219867706299,12.688941632898954
